DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
14-Jan-2026,IV,"92.70","92.95","92.58","92.70","92.95","92.84","92.79","98.19","74.96",572222,"5,30,99,083.41",4820
13-Jan-2026,IV,"92.11","93.05","92.02","92.59","92.74","92.70","92.57","98.19","74.96",802348,"7,42,70,609.97",7289
12-Jan-2026,IV,"91.98","92.75","91.00","91.98","92.71","92.59","92.20","98.19","74.96",919865,"8,48,13,714.49",9433
09-Jan-2026,IV,"92.90","93.74","91.85","92.82","92.28","91.98","92.77","98.19","74.96",1145650,"10,62,78,777.90",7251
08-Jan-2026,IV,"93.94","93.94","92.40","92.92","93.08","92.82","93.12","98.19","74.96",1026919,"9,56,30,940.76",7416
07-Jan-2026,IV,"91.85","93.00","91.51","91.32","92.90","92.92","92.65","98.19","74.96",2109125,"19,54,09,456.37",6985
06-Jan-2026,IV,"91.24","91.75","91.03","91.00","91.52","91.32","91.50","98.19","74.96",1437933,"13,15,73,737.68",8105
05-Jan-2026,IV,"90.00","91.05","89.91","89.63","91.05","91.00","90.74","98.19","74.96",1766974,"16,03,31,094.60",11254
02-Jan-2026,IV,"89.28","89.75","88.90","88.92","89.74","89.63","89.18","98.19","74.96",1158659,"10,33,28,621.43",8551
01-Jan-2026,IV,"89.74","89.74","88.77","89.36","89.06","88.92","89.16","98.19","74.96",1829852,"16,31,53,192.82",14638
31-Dec-2025,IV,"89.24","89.85","88.98","88.97","89.36","89.36","89.62","98.19","74.96",1461364,"13,09,60,343.48",9184
30-Dec-2025,IV,"90.04","90.05","88.82","89.91","88.90","88.97","89.48","98.19","74.96",1731900,"15,49,70,068.22",12310
29-Dec-2025,IV,"90.34","90.34","89.75","89.93","89.98","89.91","89.96","98.19","74.96",1641488,"14,76,70,769.11",15538
26-Dec-2025,IV,"89.75","90.00","89.57","89.65","90.00","89.93","89.84","98.19","74.96",1431398,"12,85,91,676.96",9400
24-Dec-2025,IV,"89.14","89.80","89.00","88.89","89.78","89.65","89.49","98.19","74.96",1767515,"15,81,79,491.69",26550
23-Dec-2025,IV,"88.00","89.88","87.88","87.88","89.11","88.89","89.21","98.19","74.96",3621068,"32,30,24,352.52",32179
22-Dec-2025,IV,"89.80","89.80","87.22","89.16","87.49","87.88","88.83","98.19","74.96",5304638,"47,11,96,252.24",26570
19-Dec-2025,IV,"87.50","89.83","86.30","92.73","89.08","89.16","87.81","98.19","74.96",22138720,"1,94,40,48,373.95",38856
18-Dec-2025,IV,"93.20","93.35","92.52","92.89","92.98","92.73","92.92","98.19","74.96",1021076,"9,48,73,284.59",7669
17-Dec-2025,IV,"93.78","93.78","92.60","93.32","92.98","92.89","93.08","98.19","74.96",1383253,"12,87,50,099.23",10140
16-Dec-2025,IV,"94.16","94.25","93.21","93.84","93.25","93.32","93.66","98.19","74.96",1584098,"14,83,69,303.83",9406
15-Dec-2025,IV,"94.35","94.35","93.70","93.99","93.95","93.84","93.92","98.19","74.96",893315,"8,38,97,279.11",6691
12-Dec-2025,IV,"94.28","94.70","93.86","93.96","94.10","93.99","94.02","98.19","74.96",1245924,"11,71,44,665.03",5905
11-Dec-2025,IV,"93.79","94.28","93.60","93.79","94.17","93.96","93.97","98.19","74.96",530815,"4,98,78,529.73",3882
10-Dec-2025,IV,"94.00","94.38","93.71","93.97","93.86","93.79","93.97","98.19","74.96",718901,"6,75,52,073.70",6055
09-Dec-2025,IV,"94.38","94.70","93.90","94.11","94.00","93.97","94.04","98.19","74.96",1295072,"12,17,94,029.57",9653
08-Dec-2025,IV,"94.90","94.90","93.99","94.67","94.33","94.11","94.47","98.19","74.96",1006180,"9,50,54,746.09",7836
05-Dec-2025,IV,"94.20","94.74","94.02","94.20","94.70","94.67","94.51","98.19","74.96",565232,"5,34,21,371.79",4832
04-Dec-2025,IV,"94.48","94.70","93.99","94.20","94.00","94.20","94.34","98.19","74.96",1177564,"11,10,93,159.08",5472
